"PERIOD","STATUS","DATE","SAMPLE","PLOT","TRANSECT","SIDE","DIST_X","DIST_Y","HABITAT","CL_mm","WM_g","SFDM_g","EXCR_IND"
"Closed season","Reserve","9/24/19","B","BR3","A","R",14.8,16.25,"R",92,713.9135533,112.0844279,269.9938923
"Closed season","Reserve","9/24/19","B","BR3","A","R",4.3,16.25,"R",96,808.1753301,126.8835268,298.2243678
"Closed season","Reserve","9/24/19","B","BR3","A","L",9,18.75,"R",125,1744.049333,273.8157453,487.1482119
"Closed season","Reserve","9/24/19","B","BR3","A","R",14.8,16.25,"R",130,1955.209451,306.9678838,492.4281288
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",72,349.4931913,54.87043104,187.7397871
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",73,363.8265751,57.1207723,192.0727145
"Closed season","Reserve","9/24/19","B","BR3","B","R",14.5,11.25,"R",76,409.1304152,64.23347518,205.2925899
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",76,409.1304152,64.23347518,207.6868841
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",76,409.1304152,64.23347518,209.1080829
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",83,528.8872633,83.03530033,230.424524
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",82,510.5323979,80.15358648,231.7145145
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",86,586.5397711,92.08674406,235.130939
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",83,528.8872633,83.03530033,235.4381356
"Closed season","Reserve","9/24/19","B","BR3","B","L",15,13.75,"R",83,528.8872633,83.03530033,240.719766
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",84,547.6703064,85.9842381,244.7072373
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",84,547.6703064,85.9842381,245.1643463
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",83,528.8872633,83.03530033,246.4111453
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",84,547.6703064,85.9842381,250.5629732
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",85,566.8862397,89.00113964,254.6635857
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",90,669.623864,105.1309466,270.5211175
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",93,736.7616925,115.6715857,287.5228264
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",92,713.9135533,112.0844279,288.3452136
"Closed season","Reserve","9/24/19","B","BR3","B","L",18.6,13.75,"R",96,808.1753301,126.8835268,297.4835624
"Closed season","Reserve","9/24/19","B","BR3","B","R",10,11.25,"R",100,910.2623129,142.9111831,323.2191135
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.5,6.25,"R",54,151.1373662,23.72856649,113.6717519
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.8,6.25,"R",58,186.1248934,29.22160826,132.5849601
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.5,6.25,"R",60,205.4506356,32.25574979,133.036142
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.8,6.25,"R",62,226.0495275,35.48977581,143.0931288
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.8,6.25,"R",63,236.8385127,37.18364649,149.5611187
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.8,6.25,"R",70,321.9496555,50.54609591,171.9948947
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.5,6.25,"R",68,295.8718942,46.45188739,172.2840415
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.5,6.25,"R",69,308.7299461,48.47060153,180.1188289
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.8,6.25,"R",72,349.4931913,54.87043104,191.6843996
"Closed season","Reserve","9/24/19","B","BR3","C","R",1.4,6.25,"R",76,409.1304152,64.23347518,200.6754332
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.8,6.25,"R",77,425.0154547,66.72742638,209.5860762
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.5,6.25,"R",76,409.1304152,64.23347518,212.9092271
"Closed season","Reserve","9/24/19","B","BR3","C","R",1.1,6.25,"R",80,475.0883261,74.5888672,217.1329806
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.8,6.25,"R",78,441.300292,69.28414584,218.8785446
"Closed season","Reserve","9/24/19","B","BR3","C","L",11.6,8.75,"R",80,475.0883261,74.5888672,219.639055
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.8,6.25,"R",80,475.0883261,74.5888672,225.858656
"Closed season","Reserve","9/24/19","B","BR3","C","L",9.3,8.75,"R",80,475.0883261,74.5888672,229.8710351
"Closed season","Reserve","9/24/19","B","BR3","C","R",1.4,6.25,"R",81,492.600993,77.3383559,232.6915614
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.8,6.25,"R",82,510.5323979,80.15358648,235.4459072
"Closed season","Reserve","9/24/19","B","BR3","C","L",11.6,8.75,"R",83,528.8872633,83.03530033,236.2378429
"Closed season","Reserve","9/24/19","B","BR3","C","L",9.3,8.75,"R",82,510.5323979,80.15358648,238.4880783
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.5,6.25,"R",83,528.8872633,83.03530033,239.3443905
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.5,6.25,"R",82,510.5323979,80.15358648,241.8800773
"Closed season","Reserve","9/24/19","B","BR3","C","L",11.1,8.75,"R",85,566.8862397,89.00113964,244.7886095
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.5,6.25,"R",88,627.1784345,98.46701422,246.0509993
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.5,6.25,"R",84,547.6703064,85.9842381,251.6784844
"Closed season","Reserve","9/24/19","B","BR3","C","R",9.4,6.25,"R",86,586.5397711,92.08674406,257.4380583
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.5,6.25,"R",86,586.5397711,92.08674406,261.1186517
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.3,6.25,"R",90,669.623864,105.1309466,264.0557523
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.8,6.25,"R",90,669.623864,105.1309466,271.3953851
"Closed season","Reserve","9/24/19","B","BR3","C","L",9.3,8.75,"R",88,627.1784345,98.46701422,273.2775929
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.8,6.25,"R",93,736.7616925,115.6715857,280.3766408
"Closed season","Reserve","9/24/19","B","BR3","C","L",11.1,8.75,"R",92,713.9135533,112.0844279,283.9776878
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.3,6.25,"R",92,713.9135533,112.0844279,289.0418419
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.8,6.25,"R",96,808.1753301,126.8835268,294.9901931
"Closed season","Reserve","9/24/19","B","BR3","C","L",9.3,8.75,"R",98,858.2220538,134.7408625,303.3730045
"Closed season","Reserve","9/24/19","B","BR3","C","L",9.3,8.75,"R",99,883.990668,138.7865349,315.4339591
"Closed season","Reserve","9/24/19","B","BR3","C","L",9.3,8.75,"R",102,964.3332592,151.4003217,321.3912921
"Closed season","Reserve","9/24/19","B","BR3","C","L",9.3,8.75,"R",103,992.1418324,155.7662677,332.5732665
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.5,6.25,"R",100,910.2623129,142.9111831,334.0799411
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.3,6.25,"R",102,964.3332592,151.4003217,336.6910225
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.3,6.25,"R",103,992.1418324,155.7662677,349.7680805
"Closed season","Reserve","9/24/19","B","BR3","C","L",9.3,8.75,"R",135,2182.500521,342.6525818,531.705703
"Closed season","Reserve","9/24/19","B","BR3","C","R",12.5,6.25,"R",135,2182.500521,342.6525818,553.2697684
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",58,186.1248934,29.22160826,132.4938329
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",62,226.0495275,35.48977581,144.0097836
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",63,236.8385127,37.18364649,154.8329388
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",64,247.9603016,38.92976735,157.5159519
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",68,295.8718942,46.45188739,160.7938928
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",67,283.3707065,44.48920091,167.6748662
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",68,295.8718942,46.45188739,168.5829245
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",73,363.8265751,57.1207723,188.1160738
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",73,363.8265751,57.1207723,190.6926195
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",72,349.4931913,54.87043104,191.3035792
"Closed season","Reserve","9/24/19","B","BR3","D","L",10.2,3.75,"R",73,363.8265751,57.1207723,191.7376551
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",73,363.8265751,57.1207723,191.8196457
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",74,378.5407316,59.43089487,192.2734557
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",72,349.4931913,54.87043104,193.081985
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",74,378.5407316,59.43089487,195.2021833
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",73,363.8265751,57.1207723,196.2085471
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",74,378.5407316,59.43089487,196.3010244
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",74,378.5407316,59.43089487,199.8006117
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",76,409.1304152,64.23347518,203.0973395
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",76,409.1304152,64.23347518,203.9458226
"Closed season","Reserve","9/24/19","B","BR3","D","L",12,3.75,"R",74,378.5407316,59.43089487,205.444269
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",76,409.1304152,64.23347518,207.4074965
"Closed season","Reserve","9/24/19","B","BR3","D","R",12.1,1.25,"R",76,409.1304152,64.23347518,210.9162511
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",77,425.0154547,66.72742638,210.9756238
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",78,441.300292,69.28414584,212.7904603
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",77,425.0154547,66.72742638,213.825031
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",78,441.300292,69.28414584,214.4698321
"Closed season","Reserve","9/24/19","B","BR3","D","L",16.3,3.75,"R",80,475.0883261,74.5888672,219.9202032
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",78,441.300292,69.28414584,220.0417847
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",82,510.5323979,80.15358648,224.5040754
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",83,528.8872633,83.03530033,226.9615586
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",82,510.5323979,80.15358648,233.4794924
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",83,528.8872633,83.03530033,233.4898856
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",84,547.6703064,85.9842381,235.9534736
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",84,547.6703064,85.9842381,240.5086288
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",85,566.8862397,89.00113964,248.3894879
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",87,606.6356033,95.24178971,250.1450776
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",86,586.5397711,92.08674406,254.5288281
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",86,586.5397711,92.08674406,258.2852611
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",88,627.1784345,98.46701422,265.2720004
"Closed season","Reserve","9/24/19","B","BR3","D","R",15,1.25,"R",90,669.623864,105.1309466,269.870148
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",91,691.5358356,108.5711262,280.2388888
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",96,808.1753301,126.8835268,293.2446931
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",96,808.1753301,126.8835268,305.2166313
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",96,808.1753301,126.8835268,314.233465
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",102,964.3332592,151.4003217,317.8558846
"Closed season","Reserve","9/24/19","B","BR3","D","R",13.9,1.25,"R",108,1139.100789,178.8388239,376.1513109
"Closed season","Reserve","9/28/19","C","BR3","A","R",5.5,16.25,"R",60,205.4506356,32.25574979,138.88475
"Closed season","Reserve","9/28/19","C","BR3","A","L",9.4,18.75,"R",68,295.8718942,46.45188739,167.0706352
"Closed season","Reserve","9/28/19","C","BR3","A","R",5.5,16.25,"R",72,349.4931913,54.87043104,185.3707553
"Closed season","Reserve","9/28/19","C","BR3","A","L",14.6,18.75,"R",73,363.8265751,57.1207723,194.2724758
"Closed season","Reserve","9/28/19","C","BR3","A","R",5.5,16.25,"R",74,378.5407316,59.43089487,195.8861175
"Closed season","Reserve","9/28/19","C","BR3","A","R",5.5,16.25,"R",76,409.1304152,64.23347518,203.3446838
"Closed season","Reserve","9/28/19","C","BR3","A","R",10,16.25,"R",78,441.300292,69.28414584,204.7882723
"Closed season","Reserve","9/28/19","C","BR3","A","R",5.5,16.25,"R",80,475.0883261,74.5888672,220.0768319
"Closed season","Reserve","9/28/19","C","BR3","A","R",5.5,16.25,"R",76,409.1304152,64.23347518,221.0991686
"Closed season","Reserve","9/28/19","C","BR3","A","R",10,16.25,"R",79,457.9896699,71.90437818,223.3824563
"Closed season","Reserve","9/28/19","C","BR3","A","R",5.5,16.25,"R",78,441.300292,69.28414584,224.5689646
"Closed season","Reserve","9/28/19","C","BR3","A","L",14.6,18.75,"R",82,510.5323979,80.15358648,235.8585735
"Closed season","Reserve","9/28/19","C","BR3","A","L",14.6,18.75,"R",84,547.6703064,85.9842381,237.9867946
"Closed season","Reserve","9/28/19","C","BR3","A","R",5.5,16.25,"R",84,547.6703064,85.9842381,250.3190706
"Closed season","Reserve","9/28/19","C","BR3","A","R",5.5,16.25,"R",86,586.5397711,92.08674406,259.7749809
"Closed season","Reserve","9/28/19","C","BR3","A","L",14.6,18.75,"R",89,648.1729585,101.7631545,261.7778428
"Closed season","Reserve","9/28/19","C","BR3","A","R",5.5,16.25,"R",92,713.9135533,112.0844279,284.9651755
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",49,113.8700122,17.87759192,100.0741649
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",61,215.5885145,33.84739677,137.2913589
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",60,205.4506356,32.25574979,140.4782555
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",63,236.8385127,37.18364649,146.4964608
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",62,226.0495275,35.48977581,147.6474282
"Closed season","Reserve","9/28/19","C","BR3","B","R",5.8,11.25,"R",68,295.8718942,46.45188739,173.6791809
"Closed season","Reserve","9/28/19","C","BR3","B","R",5.8,11.25,"R",70,321.9496555,50.54609591,186.2317259
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",73,363.8265751,57.1207723,197.9149892
"Closed season","Reserve","9/28/19","C","BR3","B","R",5.8,11.25,"R",76,409.1304152,64.23347518,207.6478737
"Closed season","Reserve","9/28/19","C","BR3","B","L",20,13.75,"R",76,409.1304152,64.23347518,212.1572876
"Closed season","Reserve","9/28/19","C","BR3","B","R",5.8,11.25,"R",77,425.0154547,66.72742638,214.7060541
"Closed season","Reserve","9/28/19","C","BR3","B","L",13.7,13.75,"R",80,475.0883261,74.5888672,215.5057013
"Closed season","Reserve","9/28/19","C","BR3","B","R",5.8,11.25,"R",77,425.0154547,66.72742638,216.3191957
"Closed season","Reserve","9/28/19","C","BR3","B","R",12,11.25,"R",80,475.0883261,74.5888672,217.7574542
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",79,457.9896699,71.90437818,218.0033456
"Closed season","Reserve","9/28/19","C","BR3","B","R",12,11.25,"R",79,457.9896699,71.90437818,218.9774034
"Closed season","Reserve","9/28/19","C","BR3","B","R",5.8,11.25,"R",80,475.0883261,74.5888672,219.2517707
"Closed season","Reserve","9/28/19","C","BR3","B","R",5.8,11.25,"R",80,475.0883261,74.5888672,219.2870046
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",80,475.0883261,74.5888672,219.8397199
"Closed season","Reserve","9/28/19","C","BR3","B","R",5.8,11.25,"R",80,475.0883261,74.5888672,221.1084173
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",80,475.0883261,74.5888672,221.6088551
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",80,475.0883261,74.5888672,228.8570257
"Closed season","Reserve","9/28/19","C","BR3","B","R",12,11.25,"R",83,528.8872633,83.03530033,231.2623218
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",82,510.5323979,80.15358648,234.6083327
"Closed season","Reserve","9/28/19","C","BR3","B","R",5.8,11.25,"R",83,528.8872633,83.03530033,235.2620275
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",81,492.600993,77.3383559,235.6656968
"Closed season","Reserve","9/28/19","C","BR3","B","R",17.5,11.25,"R",86,586.5397711,92.08674406,236.9118421
"Closed season","Reserve","9/28/19","C","BR3","B","R",5.8,11.25,"R",83,528.8872633,83.03530033,239.8723247
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",84,547.6703064,85.9842381,242.0782949
"Closed season","Reserve","9/28/19","C","BR3","B","R",12,11.25,"R",83,528.8872633,83.03530033,242.7172699
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",88,627.1784345,98.46701422,260.6859121
"Closed season","Reserve","9/28/19","C","BR3","B","R",5.8,11.25,"R",93,736.7616925,115.6715857,292.7957303
"Closed season","Reserve","9/28/19","C","BR3","B","R",17.5,11.25,"R",96,808.1753301,126.8835268,315.3713025
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",98,858.2220538,134.7408625,331.0801145
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",102,964.3332592,151.4003217,346.3868384
"Closed season","Reserve","9/28/19","C","BR3","B","L",10.2,13.75,"R",113,1299.676267,204.049174,392.1178194
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",49,113.8700122,17.87759192,100.5572551
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",50,120.7747811,18.96164063,101.1304989
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",52,135.3975423,21.25741415,110.2721708
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",53,143.1253682,22.47068281,113.4039826
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",54,151.1373662,23.72856649,116.7164035
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",60,205.4506356,32.25574979,137.0368619
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",60,205.4506356,32.25574979,138.4359245
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",60,205.4506356,32.25574979,141.973711
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",62,226.0495275,35.48977581,144.5055512
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",62,226.0495275,35.48977581,144.5516258
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",62,226.0495275,35.48977581,145.0897719
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",63,236.8385127,37.18364649,145.2698579
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",61,215.5885145,33.84739677,148.1647483
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",63,236.8385127,37.18364649,148.4018001
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",66,271.2215833,42.58178858,159.516719
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",68,295.8718942,46.45188739,171.184433
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",70,321.9496555,50.54609591,176.0162415
"Closed season","Reserve","9/28/19","C","BR3","C","R",14.8,6.25,"R",70,321.9496555,50.54609591,177.1944925
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",74,378.5407316,59.43089487,188.6853678
"Closed season","Reserve","9/28/19","C","BR3","C","R",14.8,6.25,"R",72,349.4931913,54.87043104,189.2009021
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",75,393.6404253,61.80154678,191.9311508
"Closed season","Reserve","9/28/19","C","BR3","C","L",5,8.75,"R",78,441.300292,69.28414584,198.9309607
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",76,409.1304152,64.23347518,201.4893184
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",76,409.1304152,64.23347518,202.6145729
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",76,409.1304152,64.23347518,210.1077439
"Closed season","Reserve","9/28/19","C","BR3","C","L",5,8.75,"R",79,457.9896699,71.90437818,212.0551614
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",79,457.9896699,71.90437818,216.4449499
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",76,409.1304152,64.23347518,217.0312295
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",81,492.600993,77.3383559,222.3757276
"Closed season","Reserve","9/28/19","C","BR3","C","R",14.8,6.25,"R",83,528.8872633,83.03530033,223.8300011
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",79,457.9896699,71.90437818,224.1659792
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",78,441.300292,69.28414584,224.5073746
"Closed season","Reserve","9/28/19","C","BR3","C","R",14.8,6.25,"R",80,475.0883261,74.5888672,226.3038685
"Closed season","Reserve","9/28/19","C","BR3","C","L",14.5,8.75,"R",80,475.0883261,74.5888672,227.7626853
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",82,510.5323979,80.15358648,228.651118
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",82,510.5323979,80.15358648,229.2296713
"Closed season","Reserve","9/28/19","C","BR3","C","R",12,6.25,"R",82,510.5323979,80.15358648,230.8944342
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",82,510.5323979,80.15358648,232.2161293
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",81,492.600993,77.3383559,232.3140154
"Closed season","Reserve","9/28/19","C","BR3","C","R",14.8,6.25,"R",84,547.6703064,85.9842381,234.592131
"Closed season","Reserve","9/28/19","C","BR3","C","L",14.5,8.75,"R",84,547.6703064,85.9842381,236.0553393
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",83,528.8872633,83.03530033,236.3683573
"Closed season","Reserve","9/28/19","C","BR3","C","R",14.8,6.25,"R",83,528.8872633,83.03530033,240.8750506
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",85,566.8862397,89.00113964,241.302612
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",84,547.6703064,85.9842381,246.1421625
"Closed season","Reserve","9/28/19","C","BR3","C","L",14.5,8.75,"R",85,566.8862397,89.00113964,251.4673418
"Closed season","Reserve","9/28/19","C","BR3","C","L",14.5,8.75,"R",87,606.6356033,95.24178971,253.9675113
"Closed season","Reserve","9/28/19","C","BR3","C","L",14.5,8.75,"R",86,586.5397711,92.08674406,253.9753515
"Closed season","Reserve","9/28/19","C","BR3","C","R",15.6,6.25,"R",86,586.5397711,92.08674406,259.6373311
"Closed season","Reserve","9/28/19","C","BR3","C","L",14.5,8.75,"R",86,586.5397711,92.08674406,262.5283765
"Closed season","Reserve","9/28/19","C","BR3","C","L",14.5,8.75,"R",89,648.1729585,101.7631545,265.8756379
"Closed season","Reserve","9/28/19","C","BR3","C","R",14.8,6.25,"R",90,669.623864,105.1309466,269.8890616
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",90,669.623864,105.1309466,272.1430161
"Closed season","Reserve","9/28/19","C","BR3","C","L",14.5,8.75,"R",88,627.1784345,98.46701422,273.7849999
"Closed season","Reserve","9/28/19","C","BR3","C","R",14.8,6.25,"R",92,713.9135533,112.0844279,280.0202952
"Closed season","Reserve","9/28/19","C","BR3","C","R",15,6.25,"R",102,964.3332592,151.4003217,347.2517765
"Closed season","Reserve","9/28/19","C","BR3","C","L",14.5,8.75,"R",112,1266.444216,198.8317419,393.301759
"Closed season","Reserve","9/28/19","C","BR3","D","R",12.6,1.25,"R",73,363.8265751,57.1207723,193.505958
"Closed season","Reserve","9/28/19","C","BR3","D","R",12.2,1.25,"R",78,441.300292,69.28414584,223.5853059
"Closed season","Reserve","9/28/19","C","BR3","D","R",12.8,1.25,"R",80,475.0883261,74.5888672,226.1083748
"Closed season","Reserve","9/28/19","C","BR3","D","R",9.6,1.25,"R",82,510.5323979,80.15358648,227.0638012
"Closed season","Reserve","9/28/19","C","BR3","D","L",18,3.75,"R",82,510.5323979,80.15358648,231.3755858
"Closed season","Reserve","9/28/19","C","BR3","D","R",12.1,1.25,"R",83,528.8872633,83.03530033,232.0084754
"Closed season","Reserve","9/28/19","C","BR3","D","R",14,1.25,"R",81,492.600993,77.3383559,235.1406149
"Closed season","Reserve","9/28/19","C","BR3","D","R",11.5,1.25,"R",83,528.8872633,83.03530033,237.9426302
"Closed season","Reserve","9/28/19","C","BR3","D","L",14,3.75,"R",85,566.8862397,89.00113964,244.6425192
"Closed season","Reserve","9/28/19","C","BR3","D","R",14,1.25,"R",86,586.5397711,92.08674406,254.9714227
"Closed season","Reserve","9/28/19","C","BR3","D","R",12.6,1.25,"R",92,713.9135533,112.0844279,277.3988079
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",60,205.4506356,32.25574979,139.4629434
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",68,295.8718942,46.45188739,169.6332919
"Open season","Reserve","10/12/19","D","BR3","A","R",3.6,16.25,"R",72,349.4931913,54.87043104,186.4620664
"Open season","Reserve","10/12/19","D","BR3","A","L",9.3,18.75,"R",70,321.9496555,50.54609591,188.708183
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",74,378.5407316,59.43089487,191.2927496
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",76,409.1304152,64.23347518,191.5007974
"Open season","Reserve","10/12/19","D","BR3","A","L",15.3,18.75,"R",75,393.6404253,61.80154678,192.6432775
